R_ 1,R_ 2,R_ 3,R_ 4,R_ 5,R_ 6,R_ 7,R_ 8,R_ 9,R_10,R_11,R_12,R_13,R_14,R_15,R_16,R_17,R_18,R_19,R_20,R_21,R_22,R_23,R_24,R_25,R_26,R_27,R_28,R_29,R_30,R_31,R_32,R_33,R_34,R_35,R_36,R_37,R_38,R_39,R_40,R_41,R_42,R_43,R_44,R_45,R_46,R_47,R_48,R_49,R_50,T,duplicates_ 1,duplicates_ 2,duplicates_ 3,duplicates_ 4,duplicates_ 5,duplicates_ 6,duplicates_ 7,duplicates_ 8,duplicates_ 9,duplicates_10,duplicates_11,duplicates_12,duplicates_13,duplicates_14,duplicates_15,duplicates_16,duplicates_17,duplicates_18,duplicates_19,duplicates_20,duplicates_21,duplicates_22,duplicates_23,duplicates_24,duplicates_25,duplicates_26,duplicates_27,duplicates_28,duplicates_29,duplicates_30,duplicates_31,duplicates_32,duplicates_33,duplicates_34,duplicates_35,duplicates_36,duplicates_37,duplicates_38,duplicates_39,duplicates_40,duplicates_41,duplicates_42,duplicates_43,duplicates_44,duplicates_45,duplicates_46,duplicates_47,duplicates_48,duplicates_49,duplicates_50,max_ 1,max_ 2,max_ 3,max_ 4,max_ 5,max_ 6,max_ 7,max_ 8,max_ 9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,max_17,max_18,max_19,max_20,max_21,max_22,max_23,max_24,max_25,max_26,max_27,max_28,max_29,max_30,max_31,max_32,max_33,max_34,max_35,max_36,max_37,max_38,max_39,max_40,max_41,max_42,max_43,max_44,max_45,max_46,max_47,max_48,max_49,max_50
0.00659418295186275,0.00673426885642279,0.00695591041306876,0.0067765529807114,0.0077712099490767,0.00710576331597564,0.00732809208326961,0.00687924151128814,0.00728822122325794,0.00726369204025719,0.00695689896177171,0.00723174187859274,0.00724280032442102,0.00624822463538433,0.00686216077453198,0.0076710399861519,0.00767760125166492,0.00709400724696326,0.0064292412445638,0.00688695633084809,0.00643117039544556,0.00725843593025235,0.00652365458888977,0.00778350668463747,0.0069403101593655,0.00675810837387219,0.00635786361630829,0.00723020834624268,0.00704670121604942,0.00665021081929953,0.00672410034221267,0.00628024762184932,0.00724697396779044,0.00658759715741031,0.00723847606068046,0.00687286740082313,0.00709748561230779,0.0066318100910226,0.00661800105028865,0.00667102526352269,0.00697261079264629,0.00695866436277964,0.00704589061205276,0.00657808627407671,0.0069759545056691,0.00686560625047368,0.00704569554673606,0.00730461443056573,0.00721161816905562,0.00733673104985505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.18551515181085,0.200165226963507,0.259846492018306,0.235192241080707,0.20725705873363,0.259846492018306,0.222022208531803,0.259846492018306,0.245648930880159,0.259846492018306,0.259846492018306,0.259846492018306,0.186988367083154,0.211136890951276,0.259846492018306,0.259846492018306,0.222022208531803,0.201807841835259,0.259846492018306,0.216753559693319,0.259846492018306,0.203778274919215,0.245648930880159,0.216753559693319,0.245648930880159,0.216753559693319,0.235192241080707,0.235192241080707,0.191666064851592,0.18551515181085,0.216753559693319,0.259846492018306,0.259846492018306,0.203778274919215,0.259846492018306,0.245648930880159,0.203778274919215,0.190150765741252,0.191666064851592,0.235192241080707,0.190150765741252,0.222022208531803,0.245648930880159,0.222022208531803,0.245648930880159,0.259846492018306,0.216753559693319,0.245648930880159,0.245648930880159
0.131883659037255,0.134685377128456,0.139118208261375,0.135531059614228,0.155424198981534,0.142115266319513,0.146561841665392,0.137584830225763,0.145764424465159,0.145273840805144,0.139137979235434,0.144634837571855,0.14485600648842,0.124964492707687,0.13724321549064,0.153420799723038,0.153552025033298,0.141880144939265,0.128584824891276,0.137739126616962,0.128623407908911,0.145168718605047,0.130473091777795,0.155670133692749,0.13880620318731,0.135162167477444,0.127157272326166,0.144604166924854,0.140934024320988,0.133004216385991,0.134482006844253,0.125604952436986,0.144939479355809,0.131751943148206,0.144769521213609,0.137457348016463,0.141949712246156,0.132636201820452,0.132360021005773,0.133420505270454,0.139452215852926,0.139173287255593,0.140917812241055,0.131561725481534,0.139519090113382,0.137312125009474,0.140913910934721,0.146092288611315,0.144232363381112,0.146734620997101,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.18551515181085,0.200165226963507,0.259846492018306,0.235192241080707,0.20725705873363,0.259846492018306,0.222022208531803,0.259846492018306,0.245648930880159,0.259846492018306,0.259846492018306,0.259846492018306,0.186988367083154,0.211136890951276,0.259846492018306,0.259846492018306,0.222022208531803,0.201807841835259,0.259846492018306,0.216753559693319,0.259846492018306,0.203778274919215,0.245648930880159,0.216753559693319,0.245648930880159,0.216753559693319,0.235192241080707,0.235192241080707,0.191666064851592,0.18551515181085,0.216753559693319,0.259846492018306,0.259846492018306,0.203778274919215,0.259846492018306,0.245648930880159,0.203778274919215,0.190150765741252,0.191666064851592,0.235192241080707,0.190150765741252,0.222022208531803,0.245648930880159,0.222022208531803,0.245648930880159,0.259846492018306,0.216753559693319,0.245648930880159,0.245648930880159
0.127509356672613,0.123366006667535,0.124830859552392,0.125139035554408,0.13810776973008,0.13817993758488,0.13419876579386,0.116652697267076,0.148147289269564,0.151331391162584,0.140648557366875,0.129472436711925,0.151238978617319,0.116490528471578,0.11884249052047,0.153351298642253,0.159423109263769,0.150280338265587,0.109610454381193,0.125023271620266,0.119886715898531,0.138375250320618,0.121283751409208,0.156884938722841,0.13198982231457,0.134031412436222,0.118764820371414,0.144755313972781,0.130041892036876,0.126121968142923,0.137185420076227,0.108696728783827,0.150475821194523,0.136856305283596,0.148795863940984,0.14420567706785,0.136586677542378,0.117923160041427,0.127818772222092,0.131874113951921,0.142216536151315,0.139199686791885,0.147775297115725,0.135795472413464,0.117946327960074,0.126311919446369,0.137587987687969,0.134753345780885,0.148601715719555,0.143389666476533,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.18551515181085,0.207187585080316,0.259846492018306,0.221822950964212,0.20725705873363,0.259846492018306,0.18551515181085,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.259846492018306,0.163716814159292,0.238577278792619,0.264340972120858,0.26579732064724,0.256489795918367,0.15524409279825,0.206522978674877,0.155470249520154,0.259846492018306,0.203778274919215,0.257388389690518,0.216753559693319,0.245648930880159,0.2290277603241,0.235192241080707,0.200165226963507,0.18551515181085,0.18551515181085,0.161805684562512,0.259846492018306,0.259846492018306,0.237042657395427,0.259846492018306,0.245648930880159,0.169697023077251,0.190150765741252,0.191666064851592,0.236349539268993,0.190150765741252,0.222022208531803,0.245648930880159,0.216753559693319,0.245648930880159,0.259846492018306,0.232550989033514,0.245648930880159,0.245648930880159
0.119743429635872,0.117067599472893,0.122463054815689,0.136105663657784,0.152378356897621,0.132419960171161,0.152261418488705,0.106398838840698,0.147168593962211,0.157345996675313,0.156840076983297,0.130976506205527,0.161816552993364,0.119647730289869,0.132308309795493,0.167059235911785,0.158622105161383,0.152054840011504,0.0996720466310255,0.122621162783419,0.110198267714576,0.15829098072495,0.118231654352759,0.15976238556311,0.130283533580487,0.147951141271854,0.121651627139738,0.146961653558895,0.128060384164658,0.11417184497571,0.122861112997746,0.11092620118869,0.160190569428914,0.139701600054109,0.158304222080267,0.160855857202815,0.145985211093693,0.108613868632746,0.111042927628214,0.126270896416569,0.138143994504929,0.13298630877717,0.152447629247488,0.146579507081071,0.123383157484956,0.14522762825086,0.169240646295875,0.127743176707324,0.148609333137114,0.150869069617593,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.18551515181085,0.207187585080316,0.259846492018306,0.221822950964212,0.246667513012568,0.259846492018306,0.18551515181085,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.259846492018306,0.182566998646674,0.238577278792619,0.264340972120858,0.26579732064724,0.26862039304062,0.15524409279825,0.191414805081034,0.154596762868921,0.261682377078581,0.203778274919215,0.257388389690518,0.216753559693319,0.245648930880159,0.240107775645572,0.235192241080707,0.285641206841087,0.191218530618705,0.177692079501632,0.177028835624772,0.259846492018306,0.28977709454266,0.237042657395427,0.259846492018306,0.245648930880159,0.169697023077251,0.190150765741252,0.187304780560114,0.236349539268993,0.190150765741252,0.269793643947429,0.245648930880159,0.250353656193786,0.256097884651113,0.259846492018306,0.216753559693319,0.245648930880159,0.245648930880159
0.121128373646045,0.12273401518858,0.129649042476576,0.129971205247908,0.135683020267071,0.131350988237359,0.142830667571881,0.108749622364745,0.148317272824806,0.181135684233456,0.154956541175064,0.132945511312558,0.163561068452905,0.102436501415679,0.154841143375914,0.178698036834874,0.156570934930993,0.161270166886683,0.101885001429509,0.115201505668062,0.115908503960975,0.155239691767965,0.13419593597776,0.171149002130956,0.134765542410726,0.168885611559426,0.142327959476558,0.145086825802788,0.138641237703803,0.123124533533788,0.118816082142086,0.0964753532125648,0.186389957231163,0.142438662780857,0.140958283091121,0.154663699642607,0.141632990042278,0.100892760594276,0.111298621575429,0.124523131986413,0.158232209141814,0.134550137049825,0.157666035237167,0.169085681524027,0.107978022197086,0.16952975518256,0.182776608543841,0.116893574812446,0.167104339494592,0.17203239152763,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.186230985875475,0.207187585080316,0.259846492018306,0.203778274919215,0.246667513012568,0.259846492018306,0.189376916368133,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.259846492018306,0.163716814159292,0.27105868031093,0.264340972120858,0.26579732064724,0.26862039304062,0.15524409279825,0.186390165155843,0.154596762868921,0.259846492018306,0.203778274919215,0.257388389690518,0.216753559693319,0.269331567767387,0.240107775645572,0.235192241080707,0.285641206841087,0.191218530618705,0.17889731135814,0.177028835624772,0.259846492018306,0.28977709454266,0.237042657395427,0.259846492018306,0.200165226963507,0.185344827586207,0.210237616804471,0.186688585981061,0.24118210569468,0.194148593733411,0.301734279368033,0.245648930880159,0.198661186695282,0.256097884651113,0.282645008483235,0.216753559693319,0.245648930880159,0.245648930880159
0.115088444698681,0.124198220020369,0.143662133679125,0.154639766108827,0.130009878189079,0.15249522268556,0.135293144848478,0.121250986160781,0.153107635360901,0.193060206412597,0.166261932072013,0.130664906716274,0.182075506469755,0.111981128399425,0.185318837911699,0.21300496382517,0.180196546112007,0.17746445054667,0.115678268554884,0.117141414147131,0.116322264527773,0.185238857466281,0.144644225173451,0.167307375076983,0.148076427149826,0.181150240634572,0.156270457657794,0.145860830252469,0.150611283139378,0.140222874049369,0.110301349997902,0.103722124081309,0.187293431471617,0.159301182112818,0.159714888506662,0.166021215778924,0.139797248225463,0.115405048614891,0.130793350299526,0.11445017811588,0.163570765566373,0.132573873284729,0.162773165228497,0.163154781205967,0.121023561054318,0.175352231232854,0.195419590763485,0.121805936091796,0.204628091220056,0.182997824768811,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.189597522389473,0.207187585080316,0.259846492018306,0.204142577044895,0.246667513012568,0.233582754973944,0.18551515181085,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.259846492018306,0.164162426419236,0.27105868031093,0.285445459974995,0.282022471910113,0.256489795918367,0.15524409279825,0.176194834500538,0.171821018291399,0.315463227653529,0.203778274919215,0.257388389690518,0.216753559693319,0.269331567767387,0.243139931740614,0.243139173058311,0.285641206841087,0.218266916616186,0.17889731135814,0.177028835624772,0.259846492018306,0.319255872395379,0.237042657395427,0.259846492018306,0.20212061655584,0.192271410839884,0.231282038471943,0.186688585981061,0.238296231660545,0.194148593733411,0.269793643947429,0.245648930880159,0.198661186695282,0.256097884651113,0.282645008483235,0.208812739548289,0.248273263845284,0.307234574335309
0.118205087331026,0.113212294750385,0.15840541400423,0.164418096509671,0.127906490944864,0.174145665975612,0.143974927205096,0.119063345502781,0.17724437175485,0.19118120833547,0.162989704851902,0.132990312787912,0.200957947570929,0.0937061867775879,0.196830457333674,0.218657356659051,0.195325639981238,0.178659927190852,0.121091102925952,0.110803529616546,0.116190422145514,0.21878283734954,0.154657864654832,0.177816006664001,0.147037103596861,0.19417096232263,0.190306276065454,0.151932862922931,0.16207546695433,0.150649576249999,0.132665950067173,0.118194066587191,0.193772636605974,0.180074208373644,0.164205611314463,0.164219952806846,0.148868187067854,0.107777557171009,0.143125141892349,0.126482227688739,0.177280836001229,0.121865381604648,0.187396292212587,0.176622887134981,0.121697290798209,0.191257171821589,0.202721929814666,0.117666030146894,0.203593847138758,0.186946963933418,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.182196502276499,0.251167004786197,0.303337937693618,0.204042475394023,0.246667513012568,0.211362723663822,0.182960704489276,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.274640198511166,0.163716814159292,0.27105868031093,0.275381552753815,0.282022471910113,0.245613519470977,0.169452840663747,0.176194834500538,0.171821018291399,0.315463227653529,0.203778274919215,0.244520962263273,0.216753559693319,0.269331567767387,0.243139931740614,0.243139173058311,0.285641206841087,0.218266916616186,0.183021367812751,0.177028835624772,0.259846492018306,0.319255872395379,0.237042657395427,0.307318997829947,0.200165226963507,0.192271410839884,0.231282038471943,0.194269370865245,0.235192241080707,0.187989199688664,0.269793643947429,0.245648930880159,0.198661186695282,0.256097884651113,0.259846492018306,0.208812739548289,0.248273263845284,0.307234574335309
0.12213373970542,0.130784063979889,0.171456828548584,0.182044757494383,0.135639665240286,0.163902181228625,0.15016801647488,0.129865495957643,0.198870238608426,0.215549346478954,0.182626932247262,0.158605474128397,0.222222691160023,0.106092592690493,0.207839181039659,0.235031359658198,0.2024721258162,0.178345633803759,0.120727853440369,0.116436374117011,0.109033037103146,0.257036883891735,0.156918247989175,0.193455715903353,0.156348595913994,0.212725267483589,0.195410650616593,0.154746076358979,0.177419231450274,0.155286704813061,0.131177085373366,0.126853593656441,0.202212975294024,0.219232468831484,0.18444585941874,0.192239097514346,0.158037173905961,0.111025435309841,0.166729036228236,0.132760690086211,0.163398888567039,0.1280280257198,0.19738400531864,0.186951845495588,0.121182997220554,0.201050649374384,0.209572527050446,0.131900687500223,0.212429279291661,0.200657058249713,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.182196502276499,0.251167004786197,0.303337937693618,0.219244393176375,0.246667513012568,0.231525130331515,0.182960704489276,0.259846492018306,0.287174366781846,0.259846492018306,0.259846492018306,0.274640198511166,0.163716814159292,0.27105868031093,0.267900014122299,0.282022471910113,0.245613519470977,0.201049524434241,0.176194834500538,0.171821018291399,0.318019045342859,0.203778274919215,0.263055819220634,0.216753559693319,0.278582779832206,0.240107775645572,0.243139173058311,0.285641206841087,0.218266916616186,0.181297030877295,0.177028835624772,0.259846492018306,0.319255872395379,0.231202743983562,0.307318997829947,0.200165226963507,0.197432492253209,0.231282038471943,0.194269370865245,0.235192241080707,0.187989199688664,0.269793643947429,0.259620318111852,0.198661186695282,0.256097884651113,0.259846492018306,0.208812739548289,0.248273263845284,0.307234574335309
0.131687420923659,0.137068357779109,0.193686162982208,0.209148675411901,0.158265233528089,0.163197845326133,0.166010284684621,0.14905545153916,0.198808286417615,0.22765151327388,0.203228238130202,0.181164587106783,0.232880955582439,0.116061789166985,0.216534943768185,0.234431134844314,0.227828263209434,0.194394985821403,0.13625015330129,0.116424730163804,0.133745083579998,0.272714988046134,0.156086908777945,0.200284720926638,0.159464371650201,0.221421354985417,0.201892659949977,0.162634988842115,0.212606258529403,0.160296333611065,0.142736182278898,0.135246075745487,0.196798654134242,0.25476933741567,0.182691086940063,0.227296709893944,0.154690353859984,0.122413488346624,0.177079061551301,0.135903893018033,0.173463058864831,0.132018359643719,0.204059754537478,0.194515076487027,0.129412124094183,0.209885931902339,0.226641263031167,0.138694279183389,0.214180092275067,0.23027932650577,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.183516788456202,0.251167004786197,0.303337937693618,0.23436590094619,0.246667513012568,0.231525130331515,0.182960704489276,0.260687342833194,0.287174366781846,0.306303949777662,0.259846492018306,0.338683942510473,0.148656564562957,0.278475769708684,0.276998169615619,0.282022471910113,0.294210836595227,0.335052398095343,0.176194834500538,0.171821018291399,0.308433121019108,0.211170620994333,0.246060748489498,0.217209182269457,0.278582779832206,0.240107775645572,0.243139173058311,0.304378489453683,0.218266916616186,0.181297030877295,0.180135142558919,0.253388685609416,0.319255872395379,0.231202743983562,0.322481040086674,0.201915051781004,0.228852459016394,0.231282038471943,0.194269370865245,0.235192241080707,0.184954304827333,0.269793643947429,0.259620318111852,0.198661186695282,0.265957446808511,0.295495672380984,0.208812739548289,0.266174268805859,0.326401638591057
0.158581679185761,0.137742242765703,0.20091165503934,0.22852493352283,0.170423526685073,0.17866297715378,0.173702821698453,0.156392449463253,0.207620282540821,0.235784025509675,0.212032431851924,0.194000479154163,0.241169629720607,0.103222589055167,0.238272749751468,0.241417924015441,0.241405832590629,0.19362822063302,0.140802169115423,0.116692667820273,0.141750643142619,0.272450346637422,0.16346205184827,0.208486627660742,0.157185881303007,0.229853590036971,0.198638983976703,0.161837391955021,0.230831813856153,0.15026570068141,0.141575571619882,0.13176451044841,0.199869734150618,0.275795414343686,0.172536065316739,0.224489783033612,0.154637947187189,0.136667470337852,0.180025298327201,0.138690500381733,0.17018256552359,0.14161628288781,0.207393915987017,0.203295944516998,0.124062141702683,0.217919784011755,0.232127128489977,0.148681574209816,0.215707873031793,0.228524486293487,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200165226963507,0.183516788456202,0.251167004786197,0.303337937693618,0.23436590094619,0.261622518171618,0.231525130331515,0.182960704489276,0.264580165810838,0.287174366781846,0.279490944689183,0.259846492018306,0.338683942510473,0.148656564562957,0.290565593549526,0.276998169615619,0.277178494905836,0.277842245048867,0.335052398095343,0.176194834500538,0.222429470482078,0.316171398900017,0.211170620994333,0.246060748489498,0.217209182269457,0.278582779832206,0.240107775645572,0.253218388592761,0.285641206841087,0.216404314214168,0.198217419077136,0.180135142558919,0.267515104769251,0.32041526406608,0.239191008320223,0.322481040086674,0.200400449440596,0.228852459016394,0.240922509474188,0.194269370865245,0.245459969362251,0.184954304827333,0.269793643947429,0.259620318111852,0.183409524332939,0.265957446808511,0.271746293966368,0.208863927530151,0.266174268805859,0.326401638591057
0.169540867459279,0.131677324654155,0.200755891523392,0.254771233706918,0.152206571502483,0.187130241268543,0.171578016967247,0.167808724814457,0.202413875508562,0.250672626000629,0.222229858977864,0.198669463320531,0.255352547584004,0.10616068726667,0.250140332379141,0.249536896019656,0.242715695525267,0.214368505308741,0.163581868013797,0.131638148833546,0.137917825737699,0.262706485102367,0.168861739668067,0.201965462488606,0.153952921859829,0.235269453439357,0.203608733861238,0.172389110086847,0.240575911468115,0.151541589232169,0.130471131460341,0.13956149725944,0.207043869284233,0.277428153980079,0.185797713271747,0.235867639279202,0.156732953522069,0.14812208156187,0.183385500801975,0.149798582536434,0.183564810966637,0.14549390442049,0.207823406682836,0.20550567540973,0.12234552274863,0.215356743218841,0.246780821938331,0.151326376931675,0.213692296527617,0.26000757568804,4000,0.3,0.2,0.35,0.45,0.1,0.15,0.05,0.3,0.1,0.45,0.25,0.25,0.15,0.2,0.2,0.35,0.2,0,0.1,0.1,0.05,0.1,0.2,0.2,0.05,0.2,0.25,0.2,0.45,0.15,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.1,0.15,0.3,0.25,0.1,0.3,0.1,0.1,0.05,0.4,0.2,0.25,0.4,0.207650458738956,0.182196502276499,0.251167004786197,0.303337937693618,0.262934860777131,0.261622518171618,0.212861599755369,0.216746340816258,0.286906541659831,0.287174366781846,0.279490944689183,0.259846492018306,0.338683942510473,0.148656564562957,0.294760483256967,0.276998169615619,0.277178494905836,0.307930576724519,0.335052398095343,0.208351843625056,0.200777459384506,0.300192350928031,0.211170620994333,0.246060748489498,0.217209182269457,0.278582779832206,0.240107775645572,0.253218388592761,0.285641206841087,0.183134613110991,0.198217419077136,0.180135142558919,0.25751503006012,0.325508446134914,0.239191008320223,0.322481040086674,0.200400449440596,0.228852459016394,0.231282038471943,0.194269370865245,0.235192241080707,0.195745306119094,0.269793643947429,0.262148503304393,0.198661186695282,0.256097884651113,0.272348732337447,0.208863927530151,0.266174268805859,0.326401638591057
